nucleo_sub_regional,local_recolha,data,hora,t_ar_c,hr_pct,especie,grupo,hcv
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-16,12:00,27.9,59.5,Urze,Matos atlânticos,0.71
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-09-20,14:30,24.2,40.3,Carqueja,Matos atlânticos,0.6031
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2021-09-20,14:30,24.2,40.3,Urze,Matos atlânticos,0.5541
Douro,Lamares - Vila Real,2021-09-20,14:20,23.2,40.0,Carqueja,Matos atlânticos,0.9
Douro,Lamares - Vila Real,2021-09-20,14:20,23.2,40.0,Urze,Matos atlânticos,0.91
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-21,14:25,29.0,37.0,Esteva,Matos mediterrânicos,1.09
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-21,14:25,29.0,37.0,Giesta,Giestais,0.79
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-09-22,14:15,25.7,42.2,P. bravo,Pinhais,1.22
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-22,14:45,26.5,34.9,Esteva,Matos mediterrânicos,0.89
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-22,14:45,26.5,34.9,Urze,Matos atlânticos,0.7
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-27,14:25,30.3,38.0,Esteva,Matos mediterrânicos,1.22
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-09-27,14:25,30.3,38.0,Giesta,Giestais,0.83
Douro,Lamares - Vila Real,2021-09-27,14:30,18.9,79.0,Carqueja,Matos atlânticos,0.91
Douro,Lamares - Vila Real,2021-09-27,14:30,18.9,79.0,Urze,Matos atlânticos,0.94
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-09-30,14:15,27.2,39.9,P. bravo,Pinhais,1.18
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-30,14:45,27.6,35.3,Esteva,Matos mediterrânicos,1.14
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-09-30,14:45,27.6,35.3,Urze,Matos atlânticos,0.86
Douro,Lamares - Vila Real,2021-10-06,14:30,21.2,43.0,Carqueja,Matos atlânticos,0.93
Douro,Lamares - Vila Real,2021-10-06,14:30,21.2,43.0,Urze,Matos atlânticos,0.99
Douro,Lamares - Vila Real,2021-10-11,14:30,21.8,30.0,Carqueja,Matos atlânticos,0.89
Douro,Lamares - Vila Real,2021-10-11,14:30,21.8,30.0,Urze,Matos atlânticos,0.86
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-11,14:25,29.2,37.0,Esteva,Matos mediterrânicos,1.16
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-11,14:25,29.2,37.0,Giesta,Giestais,0.76
,,2021-10-13,14:15,25.7,41.0,,,1.24
,,2021-10-13,14:45,29.6,31.0,,,
,,2021-10-13,14:45,29.6,31.0,,,0.61
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-19,14:30,28.3,44.0,Esteva,Matos mediterrânicos,0.9847
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-19,14:30,28.3,44.0,Giesta,Giestais,0.9149
Douro,Lamares - Vila Real,2021-10-19,14:30,25.2,41.0,Carqueja,Matos atlânticos,0.81
Douro,Lamares - Vila Real,2021-10-19,14:30,25.2,41.0,Urze,Matos atlânticos,0.92
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-26,14:25,24.1,30.0,Esteva,Matos mediterrânicos,0.9955
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-10-26,14:25,24.1,30.0,Giesta,Giestais,0.8152
"Beira Baixa, Beiras e Serra da Estrela",Zona industrial,2021-11-02,14:15,16.2,76.3,P. bravo,Pinhais,1.35
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-11-02,14:45,14.9,77.3,Esteva,Matos mediterrânicos,1.13
"Beira Baixa, Beiras e Serra da Estrela",Olelas,2021-11-02,14:45,14.9,77.3,Urze,Matos atlânticos,0.94
Douro,Lamares - Vila Real,2021-11-05,14:40,17.0,43.0,Carqueja,Matos atlânticos,0.92
Douro,Lamares - Vila Real,2021-11-05,14:40,17.0,43.0,Urze,Matos atlânticos,0.86
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-11-08,14:35,20.4,39.4,Esteva,Matos mediterrânicos,1.55
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-11-08,14:35,20.4,39.4,Giesta,Giestais,0.9603
Douro,Lamares - Vila Real,2021-11-15,14:45,14.5,48.0,Carqueja,Matos atlânticos,0.93
Douro,Lamares - Vila Real,2021-11-15,14:45,14.5,48.0,Urze,Matos atlânticos,0.89
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-12-02,14:35,15.8,37.0,Esteva,Matos mediterrânicos,1.435
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-12-02,14:35,15.8,37.0,Giesta,Giestais,0.958
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-12-13,14:45,19.5,45.0,Esteva,Matos mediterrânicos,1.8823
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2021-12-13,14:45,19.5,45.0,Giesta,Giestais,0.9529
Douro,Lamares - Vila Real,2021-12-17,14:45,11.0,43.0,Carqueja,Matos atlânticos,0.92
Douro,Lamares - Vila Real,2021-12-17,14:45,11.0,43.0,Urze,Matos atlânticos,0.99
AML e Alentejo Litoral,Ouressa - Sintra,,,,,,,
AML e Alentejo Litoral,Arrábida - Setúbal,,,,,,,
Douro,Lamares - Vila Real,,,,,,,
Douro,Lamares - Vila Real,,,,,,,
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-11,14:00,19.3,58.7,Esteva,Matos mediterrânicos,1.4574
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-11,14:00,19.3,58.7,Giesta,Giestais,1.0895
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-17,14:20,15.6,43.7,Esteva,Matos mediterrânicos,1.5321
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-17,14:20,15.6,43.7,Giesta,Giestais,0.9937
AML e Alentejo Litoral,Arrábida - Setúbal,2022-01-17,13:00,15.3,67.4,Esteva,Matos mediterrânicos,1.29
AML e Alentejo Litoral,Arrábida - Setúbal,2022-01-17,13:00,15.3,67.0,Carrasco,Matos mediterrânicos,0.736
Douro,Lamares - Vila Real,2022-01-17,14:40,10.5,50.0,Carqueja,Matos atlânticos,0.92
Douro,Lamares - Vila Real,2022-01-17,14:40,10.5,50.0,Urze,Matos atlânticos,0.99
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-25,14:30,13.9,49.9,Esteva,Matos mediterrânicos,1.9481
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-25,14:30,13.9,49.9,Giesta,Giestais,1.0901
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-31,14:40,18.0,35.9,Esteva,Matos mediterrânicos,1.6771
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-01-31,14:40,18.0,35.9,Giesta,Giestais,0.9803
Douro,Lamares - Vila Real,2022-01-31,14:45,14.7,46.8,Carqueja,Matos atlânticos,1.05
Douro,Lamares - Vila Real,2022-01-31,14:45,14.7,46.8,Urze,Matos atlânticos,0.82
Médio Tejo e Lezíria do tejo,Santarém,2022-01-31,14:26,21.5,40.0,Tojo,Matos atlânticos,1.16
Médio Tejo e Lezíria do tejo,Santarém,2022-01-31,14:26,21.5,40.0,P. bravo,Pinhais,1.38
Médio Tejo e Lezíria do tejo,Chamusca,2022-01-31,15:27,19.0,34.0,Esteva,Matos mediterrânicos,1.22
Médio Tejo e Lezíria do tejo,Chamusca,2022-01-31,15:27,19.0,34.0,Tojo,Matos atlânticos,1.24
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-07,14:40,24.2,25.0,Esteva,Matos mediterrânicos,1.7375
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-07,14:40,24.2,25.0,Giesta,Giestais,1.0278
Médio Tejo e Lezíria do tejo,Santarém,2022-02-07,14:35,20.0,41.0,P. bravo,Pinhais,1.38
Médio Tejo e Lezíria do tejo,Santarém,2022-02-07,14:35,20.0,41.0,Tojo,Matos atlânticos,1.04
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-07,15:27,19.0,34.0,Esteva,Matos mediterrânicos,1.38
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-07,15:27,19.0,34.0,Tojo,Matos atlânticos,1.22
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-14,14:30,15.0,41.0,Esteva,Matos mediterrânicos,1.6847
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-14,14:30,15.0,41.0,Giesta,Giestais,1.1008
AML e Alentejo Litoral,Arrábida - Setúbal,2022-02-14,14:15,16.0,58.2,Esteva,Matos mediterrânicos,1.1
AML e Alentejo Litoral,Arrábida - Setúbal,2022-02-14,14:15,16.0,58.0,Carrasco,Matos mediterrânicos,0.771
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-15,15:15,17.8,43.7,Esteva,Matos mediterrânicos,1.61
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-15,15:15,17.8,43.7,Tojo,Matos atlânticos,1.48
Médio Tejo e Lezíria do tejo,Santarém,2022-02-15,15:50,15.4,49.0,Tojo,Matos atlânticos,1.37
Médio Tejo e Lezíria do tejo,Santarém,2022-02-15,15:50,15.4,49.0,P. bravo,Pinhais,1.35
AML e Alentejo Litoral,Arrábida - Setúbal,2022-02-21,14:15,22.4,47.8,Esteva,Matos mediterrânicos,1.06
AML e Alentejo Litoral,Arrábida - Setúbal,2022-02-21,14:15,22.4,47.8,Carrasco,Matos mediterrânicos,0.7
Douro,Lamares - Vila Real,2022-02-21,14:40,19.0,46.8,Carqueja,Matos atlânticos,1.16
Douro,Lamares - Vila Real,2022-02-21,14:40,19.0,46.8,Urze,Matos atlânticos,0.8
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-21,14:25,18.7,44.0,Esteva,Matos mediterrânicos,1.48
Médio Tejo e Lezíria do tejo,Chamusca,2022-02-21,14:25,18.7,44.0,Tojo,Matos atlânticos,1.47
Médio Tejo e Lezíria do tejo,Santarém,2022-02-21,15:15,24.4,32.1,Tojo,Matos atlânticos,1.28
Médio Tejo e Lezíria do tejo,Santarém,2022-02-21,15:15,24.4,32.0,P. bravo,Pinhais,1.38
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-22,14:15,20.7,28.0,Esteva,Matos mediterrânicos,1.4603
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-02-22,14:15,20.7,28.0,Giesta,Giestais,1.2602
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-07,14:12,16.3,54.1,Esteva,Matos mediterrânicos,1.04
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-07,14:12,16.3,54.1,Carrasco,Matos mediterrânicos,0.71
Douro,Lamares - Vila Real,2022-03-07,14:45,13.2,42.6,Carqueja,Matos atlânticos,0.97
Douro,Lamares - Vila Real,2022-03-07,14:45,13.2,42.6,Urze,Matos atlânticos,0.79
Médio Tejo e Lezíria do tejo,Santarém,2022-03-07,13:30,16.6,31.8,Tojo,Matos atlânticos,0.94
Médio Tejo e Lezíria do tejo,Santarém,2022-03-08,13:30,16.6,32.0,P. bravo,Pinhais,1.38
Médio Tejo e Lezíria do tejo,Chamusca,2022-03-09,14:00,18.3,33.0,Esteva,Matos mediterrânicos,1.02
Médio Tejo e Lezíria do tejo,Chamusca,2022-03-10,14:00,18.3,33.0,Tojo,Matos atlânticos,0.87
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-14,14:05,15.8,63.6,Esteva,Matos mediterrânicos,1.08
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-14,14:05,15.8,63.6,Carrasco,Matos mediterrânicos,0.71
Médio Tejo e Lezíria do tejo,Santarém,2022-03-14,14:00,14.8,63.3,P. bravo,Pinhais,1.34
Médio Tejo e Lezíria do tejo,Santarém,2022-03-14,14:00,14.8,63.3,Tojo,Matos atlânticos,1.05
Douro,Lamares - Vila Real,2022-03-21,14:15,14.5,55.3,Carqueja,Matos atlânticos,1.08
Douro,Lamares - Vila Real,2022-03-21,14:15,14.5,55.3,Urze,Matos atlânticos,0.78
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-22,14:30,18.5,67.4,Esteva,Matos mediterrânicos,1.27
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-22,14:30,18.5,67.4,Carrasco,Matos mediterrânicos,0.735
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-03-28,14:30,19.2,48.3,Esteva,Matos mediterrânicos,1.6795
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-03-28,14:30,19.2,48.3,Giesta,Giestais,2.0261
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-28,14:23,23.3,49.4,Esteva,Matos mediterrânicos,2.28
AML e Alentejo Litoral,Arrábida - Setúbal,2022-03-28,14:23,23.3,49.4,Carrasco,Matos mediterrânicos,1.52
AML e Alentejo Litoral,Arrábida - Setúbal,2022-04-04,14:35,17.5,38.5,Esteva,Matos mediterrânicos,1.16
AML e Alentejo Litoral,Arrábida - Setúbal,2022-04-04,14:35,17.5,38.5,Carrasco,Matos mediterrânicos,0.69
Douro,Lamares - Vila Real,2022-04-05,14:45,15.4,58.0,Carqueja,Matos atlânticos,1.09
Douro,Lamares - Vila Real,2022-04-05,14:45,15.4,58.0,Urze,Matos atlânticos,0.8
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-04-07,15:15,10.8,68.0,Carqueja,Matos atlânticos,1.04
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-04-07,15:15,10.8,68.0,Herbáceas,Herbáceas,0.177
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-04-07,15:15,10.8,68.0,Urze,Matos atlânticos,0.927
AML e Alentejo Litoral,Arrábida - Setúbal,2022-04-19,14:19,19.5,45.4,Esteva,Matos mediterrânicos,1.06
AML e Alentejo Litoral,Arrábida - Setúbal,2022-04-19,14:19,19.5,45.4,Carrasco,Matos mediterrânicos,0.736
Douro,Lamares - Vila Real,2022-04-19,15:00,13.2,64.0,Carqueja,Matos atlânticos,1.96
Douro,Lamares - Vila Real,2022-04-19,15:00,13.2,64.0,Urze,Matos atlânticos,0.99
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-02,15:15,17.6,54.1,Carqueja,Matos atlânticos,1.178
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-02,15:15,17.6,54.1,Urze,Matos atlânticos,1.974
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-02,15:15,17.6,54.1,Herbáceas,Herbáceas,0.878
Douro,Lamares - Vila Real,2022-05-02,14:30,16.8,64.0,Carqueja,Matos atlânticos,1.47
Douro,Lamares - Vila Real,2022-05-02,14:30,53.1,64.0,Urze,Matos atlânticos,1.04
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-05,14:30,25.1,34.0,Esteva,Matos mediterrânicos,1.336
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-05,14:30,25.1,34.0,Giesta,Giestais,1.6384
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-09,15:00,31.6,29.7,Carqueja,Matos atlânticos,1.73
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-09,15:00,31.6,29.7,Herbáceas,Herbáceas,1.528
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-09,15:00,31.6,29.7,Urze,Matos atlânticos,1.16
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-05-10,15:00,31.0,28.6,Esteva,Matos mediterrânicos,0.56
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-05-10,15:00,31.0,28.6,Tojo,Matos atlânticos,0.6
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-05-10,15:00,31.0,28.6,Herbáceas,Herbáceas,0.73
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-10,14:50,27.3,32.8,Esteva,Matos mediterrânicos,0.878
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-10,14:50,27.3,32.8,Carrasco,Matos mediterrânicos,1.13
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-16,15:15,16.2,86.2,Carqueja,Matos atlânticos,1.661
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-16,15:15,16.2,86.2,Herbáceas,Herbáceas,1.959
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-16,15:15,16.2,86.2,Urze,Matos atlânticos,0.965
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-18,14:30,29.3,40.3,Esteva,Matos mediterrânicos,1.1788
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-18,14:30,29.3,40.3,Giesta,Giestais,1.415
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-18,15:30,27.0,46.4,Esteva,Matos mediterrânicos,0.838
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-18,15:30,27.0,46.4,Carrasco,Matos mediterrânicos,1.06
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-18,15:30,27.0,46.4,Tojo,Matos atlânticos,0.69
Douro,Lamares - Vila Real,2022-05-18,14:45,21.2,60.7,Carqueja,Matos atlânticos,1.31
Douro,Lamares - Vila Real,2022-05-18,14:45,21.2,60.7,Urze,Matos atlânticos,0.91
Douro,Lamares - Vila Real,2022-05-18,14:45,21.2,60.7,Herbáceas,Herbáceas,0.45
Médio Tejo e Lezíria do tejo,Chamusca,2022-05-18,12:00,27.4,50.7,Esteva,Matos mediterrânicos,1.45
Médio Tejo e Lezíria do tejo,Chamusca,2022-05-18,12:00,27.4,50.7,Tojo,Matos atlânticos,0.99
Médio Tejo e Lezíria do tejo,Santarém,2022-05-18,13:10,24.2,62.7,P. bravo,Pinhais,1.35
Médio Tejo e Lezíria do tejo,Santarém,2022-05-18,13:10,24.2,62.7,Tojo,Matos atlânticos,1.9084
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-23,15:15,22.6,40.0,Carqueja,Matos atlânticos,1.301
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-23,15:15,22.6,40.0,Herbáceas,Herbáceas,1.463
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-05-23,15:15,22.6,40.0,Urze,Matos atlânticos,0.92
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-24,15:00,21.9,36.0,Esteva,Matos mediterrânicos,1.2368
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-05-24,15:00,21.9,36.0,Giesta,Giestais,1.5964
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-05-24,12:00,18.0,58.3,Esteva,Matos mediterrânicos,0.59
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-05-24,12:00,18.0,58.3,Tojo,Matos atlânticos,0.58
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-05-24,12:00,18.0,58.3,Herbáceas,Herbáceas,0.56
Médio Tejo e Lezíria do tejo,Chamusca,2022-05-24,13:50,20.5,42.8,Esteva,Matos mediterrânicos,0.98
Médio Tejo e Lezíria do tejo,Chamusca,2022-05-24,13:50,20.5,42.8,Tojo,Matos atlânticos,0.81
Médio Tejo e Lezíria do tejo,Santarém,2022-05-24,15:30,21.1,45.5,Tojo,Matos atlânticos,1.52
Médio Tejo e Lezíria do tejo,Santarém,2022-05-24,15:30,21.1,45.5,P. bravo,Pinhais,1.2831
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-05-25,14h30,22.4,35.3,Carqueja,Matos atlânticos,1.43
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-05-25,14h30,22.4,35.0,Urze,Matos atlânticos,1.55
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-31,13:06,24.0,62.9,Esteva,Matos mediterrânicos,0.8
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-31,13:06,24.0,62.9,Carrasco,Matos mediterrânicos,0.9
AML e Alentejo Litoral,Arrábida - Setúbal,2022-05-31,13:06,24.0,62.9,Tojo,Matos atlânticos,0.65
Douro,Lamares - Vila Real,2022-05-31,14:30,22.8,53.6,Carqueja,Matos atlânticos,1.22
Douro,Lamares - Vila Real,2022-05-31,14:30,22.8,53.6,Urze,Matos atlânticos,0.96
Douro,Lamares - Vila Real,2022-05-31,14:30,22.8,53.6,Herbáceas,Herbáceas,0.71
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-01,11:28,18.0,58.3,Esteva,Matos mediterrânicos,0.53
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-01,11:28,18.0,58.3,Tojo,Matos atlânticos,0.54
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-06-01,11:28,18.0,58.3,Herbáceas,Herbáceas,0.9
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-06,13:55,25.5,57.2,Esteva,Matos mediterrânicos,0.7
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-06,13:55,25.5,57.2,Carrasco,Matos mediterrânicos,0.82
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-06,13:55,25.5,57.2,Tojo,Matos atlânticos,0.755
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-06,15:10,20.6,60.6,Carqueja,Matos atlânticos,1.082
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-06,15:10,20.6,60.6,Urze,Matos atlânticos,1.148
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-06,15:10,20.6,60.6,Herbáceas,Herbáceas,1.118
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-07,12:00,28.0,17.4,Esteva,Matos mediterrânicos,0.55
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-07,12:00,28.0,17.4,Tojo,Matos atlânticos,0.5
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-06-07,12:00,28.0,17.4,Herbáceas,Herbáceas,0.39
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-08,14:15,26.0,50.0,Esteva,Matos mediterrânicos,1.0874
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-08,14:15,26.0,50.0,Giesta,Giestais,1.2714
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-13,14:44,36.8,31.9,Esteva,Matos mediterrânicos,0.53
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-13,14:44,36.8,31.9,Tojo,Matos atlânticos,0.47
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-06-13,14:44,36.8,31.9,Herbáceas,Herbáceas,0.57
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-13,13:18,31.4,39.8,Esteva,Matos mediterrânicos,0.84
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-13,13:18,31.4,49.0,Carrasco,Matos mediterrânicos,0.77
AML e Alentejo Litoral,Arrábida - Setúbal,2022-06-13,13:18,31.4,40.0,Tojo,Matos atlânticos,0.98
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-14,14:30,37.7,23.1,Esteva,Matos mediterrânicos,0.98
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-14,14:30,37.7,23.1,Giesta,Giestais,1.029
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-14,14:15,34.2,25.0,Herbáceas,Herbáceas,0.4456
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-14,14:15,34.2,25.0,Carqueja,Matos atlânticos,0.9141
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-14,14:15,34.2,25.0,Urze,Matos atlânticos,1.2798
Médio Tejo e Lezíria do tejo,Chamusca,2022-06-14,13:15,33.0,45.5,Tojo,Matos atlânticos,0.86
Médio Tejo e Lezíria do tejo,Chamusca,2022-06-14,13:15,33.0,46.0,Esteva,Matos mediterrânicos,1.19
Médio Tejo e Lezíria do tejo,Santarém,2022-06-14,14:15,35.7,38.2,P. bravo,Pinhais,1.33
Médio Tejo e Lezíria do tejo,Santarém,2022-06-14,14:15,35.7,38.2,Tojo,Matos atlânticos,1.4036
Alto Minho e Cávado,Labruja - Ponte de Lima,2022-06-15,14:30,28.3,63.8,Carqueja,Matos atlânticos,0.79
Alto Minho e Cávado,Labruja - Ponte de Lima,2022-06-15,14:30,28.3,63.8,Herbáceas,Herbáceas,0.98
Alto Minho e Cávado,Labruja - Ponte de Lima,2022-06-15,14:30,28.3,63.8,Urze,Matos atlânticos,1.02
Alto Minho e Cávado,Labruja - Ponte de Lima,2022-06-15,14:30,28.3,63.8,Tojo,Matos atlânticos,1.82
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-15,15:10,39.0,33.0,Carqueja,Matos atlânticos,1.041
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-15,15:10,39.0,33.0,Herbáceas,Herbáceas,0.795
"Aveiro, Viseu e Dão Lafões",Granja - Castro Daire,2022-06-15,15:10,39.0,33.0,Urze,Matos atlânticos,0.908
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-21,13:30,22.0,47.0,Esteva,Matos mediterrânicos,0.48
Alto Tâmega e Terra de Trás-os-Montes,França - Bragança,2022-06-21,13:30,22.0,47.0,Tojo,Matos atlânticos,0.45
Alto Tâmega e Terra de Trás-os-Montes,frança - Bragança,2022-06-21,13:30,22.0,47.0,Herbáceas,Herbáceas,0.29
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-21,14:20,18.0,58.0,Herbáceas,Herbáceas,0.75
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-21,14:20,18.0,58.0,Carqueja,Matos atlânticos,1.03
Alto Tâmega e Terra de Trás-os-Montes,Anelhe - Chaves,2022-06-21,14:20,18.0,58.0,Urze,Matos atlânticos,1.37
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-22,14:30,26.5,37.0,Esteva,Matos mediterrânicos,0.983
"Alto Alentejo, Alentejo Central e Baixo Alentejo",S.Penha - Portalegre,2022-06-22,14:30,26.5,37.0,Giesta,Giestais,0.928
